HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,ApartmentAge,TotalNearbyFacilities,ParkingToSizeRatio
2,1,4,1.0,5.0,1.0,0.0,1986,4,1796,363716,30,7.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,462831,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,171681,11,14.0,0.8730853391684902
2,0,1,0.0,2.0,2.0,524.0,2007,4,1369,261061,9,4.0,0.38276113951789625
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,155752,23,16.0,0.8322981366459627
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,274336,2,17.0,1.834375
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,136725,11,14.0,1.0740242261103634
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,185840,7,5.0,0.2230769230769231
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,308849,10,3.0,0.5864332603938731
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,119026,24,17.0,0.0
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,53982,2,6.0,1.614814814814815
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,334955,2,17.0,1.2901098901098902
2,3,7,0.0,1.0,1.0,1321.0,2015,10,914,380530,1,2.0,1.4452954048140043
2,0,5,2.0,3.0,1.0,181.0,2006,4,1192,230088,10,6.0,0.1518456375838926
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,190265,9,5.0,1.4631336405529953
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,381415,3,8.0,1.021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,184513,23,16.0,0.8322981366459627
0,3,7,1.0,4.0,1.0,218.0,2014,1,192,71681,2,6.0,1.1354166666666667
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,282566,9,4.0,0.37589670014347204
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,216814,9,4.0,0.5733041575492341
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,244911,3,8.0,1.021978021978022
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,37168,24,17.0,0.0
2,0,5,5.0,7.0,5.0,1174.0,2014,9,644,268141,2,17.0,1.8229813664596273
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,276106,2,17.0,1.834375
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,168141,7,5.0,0.2230769230769231
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,94690,30,8.0,0.03543307086614173
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,79646,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,336283,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,146017,23,16.0,0.5864332603938731
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,110619,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,228318,9,5.0,1.4631336405529953
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,389380,1,2.0,1.4516483516483516
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,225663,9,5.0,1.4631336405529953
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,65486,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,114159,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,336283,9,5.0,1.4631336405529953
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,166371,24,10.0,0.12267080745341614
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,203539,24,10.0,0.08643326039387308
2,0,5,5.0,7.0,5.0,1174.0,2014,9,644,253982,2,17.0,1.8229813664596273
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,181415,23,16.0,0.3694004135079256
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,144752,3,8.0,1.4440993788819876
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,88495,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,340707,9,5.0,1.4631336405529953
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,226548,8,5.0,0.5196936542669585
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,182743,11,14.0,0.8730853391684902
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,197345,11,14.0,1.0740242261103634
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,190265,10,6.0,0.20044296788482835
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,214159,10,5.0,0.22604422604422605
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,203539,10,6.0,0.20044296788482835
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75088,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,183628,11,14.0,1.0740242261103634
2,0,1,0.0,4.0,1.0,605.0,2007,5,1444,383185,9,5.0,0.41897506925207756
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,77876,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,250000,11,14.0,1.0740242261103634
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,252814,3,8.0,1.021978021978022
2,0,5,5.0,7.0,5.0,1174.0,2014,9,644,264601,2,17.0,1.8229813664596273
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,219469,23,16.0,0.5864332603938731
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,80530,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,203539,11,14.0,0.8730853391684902
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,448672,9,5.0,0.772976262933658
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,309734,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,1288,181415,23,16.0,0.4161490683229814
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,119469,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,278761,11,14.0,0.8730853391684902
2,0,6,0.0,1.0,2.0,536.0,2006,5,1412,386725,10,3.0,0.37960339943342775
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,451327,9,5.0,0.772976262933658
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,82035,24,10.0,0.12267080745341614
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,122123,24,10.0,0.12267080745341614
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,66371,24,17.0,0.0
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,198849,10,5.0,0.2021978021978022
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,214159,8,5.0,0.4070265638389032
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,154867,30,7.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,216814,8,5.0,0.4070265638389032
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,185840,10,5.0,0.2021978021978022
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,60176,2,6.0,1.614814814814815
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,123893,11,14.0,1.0740242261103634
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,277876,9,4.0,0.3692741367159972
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,168141,11,14.0,0.8730853391684902
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,80973,24,10.0,0.12267080745341614
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,345132,2,17.0,1.2844638949671772
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,192920,23,16.0,0.8322981366459627
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,123008,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,96460,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,176548,23,16.0,0.8322981366459627
0,3,6,1.0,5.0,2.0,18.0,1986,3,910,199115,30,8.0,0.01978021978021978
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,199115,10,5.0,0.22604422604422605
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,93362,23,16.0,0.8322981366459627
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,233628,9,4.0,0.37589670014347204
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38053,24,17.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,194690,10,3.0,0.6552567237163814
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,135398,23,16.0,0.5864332603938731
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,190106,7,5.0,0.175
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,160176,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,97345,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,371681,3,8.0,1.021978021978022
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,281415,10,3.0,0.46649260226283723
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,149557,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,252814,3,8.0,1.0253583241455346
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,326548,8,5.0,0.5196936542669585
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,146460,11,14.0,1.0740242261103634
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,240707,10,5.0,0.2021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,230088,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,154867,23,16.0,0.8322981366459627
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,295575,9,4.0,0.37589670014347204
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,197345,9,5.0,1.4631336405529953
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,345132,9,5.0,1.4631336405529953
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,237168,9,5.0,1.4631336405529953
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38053,24,17.0,0.0
2,3,7,0.0,1.0,1.0,1321.0,2015,10,644,303539,1,2.0,2.051242236024845
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,35398,2,6.0,1.614814814814815
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,309734,3,8.0,1.0253583241455346
0,3,6,1.0,5.0,2.0,18.0,1986,3,508,51327,30,8.0,0.03543307086614173
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74256,11,14.0,1.3951048951048952
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,271681,10,3.0,0.3729993041057759
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,170796,10,3.0,0.6552567237163814
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,292035,9,5.0,1.4631336405529953
0,0,4,0.0,3.0,2.0,0.0,1978,3,779,111504,38,5.0,0.0
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,185840,10,5.0,0.2021978021978022
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,113274,23,16.0,0.5864332603938731
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,86283,31,7.0,0.12947189097103917
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,55752,31,7.0,0.12947189097103917
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,274336,8,5.0,0.5196936542669585
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,309734,9,5.0,0.4079568442346595
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,158407,23,16.0,0.5864332603938731
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,255442,3,8.0,1.0253583241455346
2,1,4,1.0,2.0,2.0,184.0,2006,5,811,208407,10,5.0,0.22688039457459927
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,223008,10,6.0,0.21120186697782964
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,230088,10,6.0,0.20044296788482835
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,233628,8,5.0,0.5196936542669585
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,119469,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,263345,3,8.0,1.021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,230088,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,115044,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,182743,23,16.0,0.8322981366459627
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,458407,9,5.0,0.37139349294045426
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,119469,24,17.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,244911,3,8.0,1.021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,250442,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,212389,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,175221,11,14.0,0.8730853391684902
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,216814,9,5.0,1.4631336405529953
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,451327,9,5.0,0.35798816568047337
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,389380,9,5.0,0.8360763660302831
0,3,6,1.0,5.0,2.0,18.0,1986,3,547,57522,30,8.0,0.03290676416819013
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,194690,23,16.0,0.3043725156161272
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,349557,10,3.0,0.30751577739529545
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,340707,2,0.0,0.22210065645514224
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,278761,10,3.0,0.30751577739529545
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,203539,11,14.0,1.0740242261103634
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,143238,3,8.0,1.4440993788819876
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,203646,7,5.0,0.2230769230769231
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,219469,11,14.0,0.6739864864864865
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,119469,24,17.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,203646,7,5.0,0.2230769230769231
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,221238,11,14.0,1.0740242261103634
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,238938,9,4.0,0.37589670014347204
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,212389,7,5.0,0.175
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,176991,10,6.0,0.20044296788482835
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74672,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,300884,3,8.0,1.021978021978022
1,2,5,1.0,5.0,4.0,79.0,1992,3,1448,140707,24,10.0,0.054558011049723756
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,201769,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,1288,228318,23,16.0,0.4161490683229814
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,110619,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38053,24,17.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,39823,24,17.0,0.0
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,353097,2,17.0,1.2844638949671772
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,265486,8,5.0,0.5729794933655006
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,243362,8,5.0,0.5729794933655006
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,345132,9,5.0,1.4631336405529953
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,283185,2,17.0,1.834375
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,250442,9,4.0,0.47506799637352676
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,209734,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,172566,23,16.0,0.8322981366459627
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,207964,7,5.0,0.175
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,398230,9,5.0,0.4079568442346595
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,189380,23,16.0,0.8322981366459627
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,59292,2,6.0,1.3974358974358974
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,367256,2,17.0,1.2901098901098902
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,262831,2,17.0,1.834375
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,388495,2,0.0,0.22210065645514224
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,185840,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,132300,23,16.0,0.5864332603938731
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,157079,24,10.0,0.12267080745341614
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,428318,9,5.0,0.772976262933658
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,119469,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,460176,9,5.0,0.772976262933658
2,0,5,5.0,7.0,5.0,1174.0,2014,9,843,325663,2,17.0,1.3926453143534994
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,141592,11,14.0,1.0740242261103634
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,460176,9,5.0,0.37139349294045426
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,218584,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,102212,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,346902,3,8.0,1.021978021978022
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,433628,9,5.0,0.772976262933658
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,110176,19,11.0,0.1003584229390681
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,253097,8,5.0,0.5729794933655006
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,168141,8,5.0,0.5729794933655006
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,107079,2,5.0,0.375
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,285840,9,5.0,1.4631336405529953
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,381415,9,4.0,0.383601756954612
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,266371,11,14.0,0.8730853391684902
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,85398,19,11.0,0.08695652173913043
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,349557,2,0.0,0.22210065645514224
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,362831,3,8.0,1.021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,119469,23,16.0,0.8322981366459627
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,336283,8,5.0,0.4070265638389032
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,343362,9,5.0,0.4535232383808096
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,318584,3,8.0,1.0253583241455346
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,353982,9,5.0,0.9156452775775054
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,269911,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,209734,11,14.0,1.0740242261103634
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,143212,7,5.0,0.2230769230769231
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,458407,9,5.0,0.8360763660302831
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,464601,9,5.0,0.772976262933658
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,246230,3,8.0,1.0253583241455346
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,156637,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,173451,11,14.0,0.8730853391684902
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,228318,9,5.0,1.4631336405529953
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,243362,9,4.0,0.47506799637352676
2,0,5,5.0,7.0,5.0,1174.0,2014,9,640,265486,2,17.0,1.834375
1,2,2,1.0,7.0,3.0,56.0,1997,5,914,173451,19,11.0,0.061269146608315096
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,96902,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,250176,3,8.0,1.0253583241455346
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,215929,9,5.0,1.4631336405529953
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,189823,10,3.0,0.5864332603938731
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,462831,9,5.0,0.35798816568047337
0,3,3,2.0,5.0,0.0,76.0,1985,3,676,64601,31,7.0,0.11242603550295859
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,140707,38,5.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,393805,9,5.0,0.772976262933658
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,250176,3,8.0,1.021978021978022
1,2,5,1.0,5.0,4.0,79.0,1992,3,1448,137168,24,10.0,0.054558011049723756
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,268141,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,184070,11,14.0,1.0740242261103634
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,408849,9,5.0,0.9156452775775054
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,118141,23,16.0,0.8322981366459627
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,393805,9,5.0,0.4079568442346595
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,39823,24,17.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,358407,7,5.0,0.175
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,94690,23,16.0,0.8322981366459627
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,271681,10,6.0,0.20044296788482835
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,82300,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,74672,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,260707,3,8.0,1.021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,165929,11,14.0,0.8730853391684902
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,234513,7,5.0,0.175
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,151327,24,10.0,0.12267080745341614
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,477876,9,5.0,0.9156452775775054
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,248884,3,8.0,1.021978021978022
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,238053,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,212389,10,6.0,0.20044296788482835
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,199115,10,5.0,0.2021978021978022
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,247345,10,5.0,0.2021978021978022
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,371681,9,5.0,0.4752553024351925
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,79646,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,103539,11,14.0,1.3951048951048952
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,194690,10,6.0,0.20044296788482835
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,252212,8,5.0,0.5196936542669585
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,298230,10,5.0,0.2021978021978022
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,371681,2,17.0,1.2844638949671772
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,190265,10,5.0,0.2021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,128318,11,14.0,1.0740242261103634
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,169292,11,14.0,0.8730853391684902
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,448672,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,101548,3,8.0,2.183098591549296
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,130973,23,16.0,0.5864332603938731
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,265486,7,5.0,0.2230769230769231
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,286725,9,5.0,0.9156452775775054
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,92920,19,11.0,0.08695652173913043
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,168141,23,16.0,0.5864332603938731
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,307964,7,5.0,0.2230769230769231
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,400000,9,5.0,0.9156452775775054
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,208849,7,5.0,0.175
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,66814,19,11.0,0.1003584229390681
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,140380,3,8.0,1.4440993788819876
2,0,5,5.0,7.0,5.0,1174.0,2014,9,914,338053,2,17.0,1.2844638949671772
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,65486,24,17.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,144690,30,7.0,0.0
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,188053,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,119469,23,16.0,0.5864332603938731
